UF;MUNICIPIO;POPULACAO_ESTIMADA;COD_MUNICIPIO
PE;Joaquim Nabuco;13506;2608206
PE;Jucati;11975;2608255
PE;Jupi;15943;2608305
PE;Jurema;14027;2608404
PE;Lagoa do Carro;18708;2608453
PE;Lagoa de Itaenga;19915;2608503
PE;Lagoa do Ouro;12364;2608602
PE;Lagoa dos Gatos;14386;2608701
PE;Lagoa Grande;24952;2608750
PE;Lajedo;41786;2608800
PE;Limoeiro;59125;2608909
PE;Macaparana;24624;2609006
PE;Machados;11471;2609105
PE;Manari;26773;2609154
PE;Maraial;9432;2609204
PE;Mirandiba;14599;2609303
PE;Moreno;57647;2609402
PE;Nazaré da Mata;32153;2609501
PE;Olinda;365402;2609600
PE;Orobó;22438;2609709
PE;Orocó;14100;2609808
PE;Ouricuri;68329;2609907
PE;Palmares;56615;2610004
PE;Palmeirina;7154;2610103
PE;Panelas;23449;2610202
PE;Paranatama;12712;2610301
PE;Parnamirim;19028;2610400
PE;Passira;29719;2610509
PE;Paudalho;59638;2610608
PE;Paulista;362960;2610707
PE;Pedra;23605;2610806
PE;Pesqueira;65408;2610905
PE;Petrolândia;35991;2611002
PE;Petrolina;414083;2611101
PE;Poção;10805;2611200
PE;Pombos;26847;2611309
PE;Primavera;14351;2611408
PE;Quipapá;17974;2611507
PE;Quixaba;6755;2611533
PE;Recife;1587707;2611606
PE;Riacho das Almas;21411;2611705
PE;Ribeirão;34255;2611804
PE;Rio Formoso;20460;2611903
PE;Sairé;11218;2612000
PE;Salgadinho;5620;2612109
PE;Salgueiro;65635;2612208
PE;Saloá;14173;2612307
PE;Sanharó;18933;2612406
PE;Santa Cruz;14320;2612455
PE;Santa Cruz da Baixa Verde;11933;2612471
PE;Santa Cruz do Capibaribe;104277;2612505
PE;Santa Filomena;12402;2612554
PE;Santa Maria da Boa Vista;42682;2612604
PE;Santa Maria do Cambucá;14533;2612703
PE;Santa Terezinha;10513;2612802
PE;São Benedito do Sul;13479;2612901
PE;São Bento do Una;51264;2613008
PE;São Caitano;39117;2613107
PE;São João;24772;2613206
PE;São Joaquim do Monte;20440;2613305
PE;São José da Coroa Grande;19468;2613404
PE;São José do Belmonte;36752;2613503
PE;São José do Egito;32491;2613602
PE;São Lourenço da Mata;117759;2613701
PE;São Vicente Férrer;17176;2613800
PE;Serra Talhada;98143;2613909
PE;Serrita;18759;2614006
PE;Sertânia;34269;2614105
PE;Sirinhaém;39233;2614204
PE;Moreilândia;10849;2614303
PE;Solidão;5403;2614402
PE;Surubim;67515;2614501
PE;Tabira;29093;2614600
PE;Tacaimbó;14277;2614709
PE;Tacaratu;24803;2614808
PE;Tamandaré;24534;2614857
PE;Taquaritinga do Norte;25497;2615003
PE;Terezinha;6857;2615102
PE;Terra Nova;9221;2615201
PE;Timbaúba;47575;2615300
PE;Toritama;43636;2615409
PE;Tracunhaém;14393;2615508
PE;Trindade;32086;2615607
PE;Triunfo;15142;2615706
PE;Tupanatinga;27009;2615805
PE;Tuparetama;8252;2615904
PE;Venturosa;17609;2616001
PE;Verdejante;9474;2616100
PE;Vertente do Lério;7782;2616183
PE;Vertentes;22955;2616209
PE;Vicência;27297;2616308
PE;Vitória de Santo Antão;143799;2616407
PE;Xexéu;11791;2616506
AL;Água Branca;19550;2700102
AL;Anadia;14193;2700201
AL;Arapiraca;243661;2700300
AL;Atalaia;38530;2700409
AL;Barra de Santo Antônio;16735;2700508
AL;Barra de São Miguel;8118;2700607
AL;Batalha;17103;2700706
AL;Belém;4820;2700805
AL;Belo Monte;5898;2700904
AL;Boca da Mata;21517;2701001
AL;Branquinha;9786;2701100
AL;Cacimbinhas;10701;2701209
AL;Cajueiro;16605;2701308
AL;Campestre;6807;2701357
AL;Campo Alegre;32714;2701407
AL;Campo Grande;8293;2701506
AL;Canapi;15743;2701605
AL;Capela;15068;2701704
AL;Carneiros;9200;2701803
AL;Chã Preta;6010;2701902
AL;Coité do Nóia;11036;2702009
AL;Colônia Leopoldina;15949;2702108
AL;Coqueiro Seco;5700;2702207
AL;Coruripe;51788;2702306
AL;Craíbas;26115;2702355
AL;Delmiro Gouveia;52809;2702405
AL;Dois Riachos;9906;2702504
AL;Estrela de Alagoas;15701;2702553
AL;Feira Grande;23191;2702603
AL;Feliz Deserto;4038;2702702
AL;Flexeiras;9767;2702801
AL;Girau do Ponciano;37335;2702900
AL;Ibateguara;13992;2703007
AL;Igaci;24452;2703106
AL;Igreja Nova;22125;2703205
AL;Inhapi;15417;2703304
AL;Jacaré dos Homens;5182;2703403
AL;Jacuípe;5432;2703502
AL;Japaratinga;9443;2703601
AL;Jaramataia;5075;2703700
AL;Jequiá da Praia;9625;2703759
AL;Joaquim Gomes;17386;2703809
AL;Jundiá;4176;2703908
AL;Junqueiro;24381;2704005
AL;Lagoa da Canoa;18831;2704104
AL;Limoeiro de Anadia;25197;2704203
AL;Maceió;994464;2704302
AL;Major Isidoro;17834;2704401
AL;Maragogi;33232;2704500
AL;Maravilha;9715;2704609
AL;Marechal Deodoro;62341;2704708
AL;Maribondo;13968;2704807
AL;Mar Vermelho;3212;2704906
AL;Mata Grande;22147;2705002
AL;Matriz de Camaragibe;24330;2705101
AL;Messias;15707;2705200
AL;Minador do Negrão;4938;2705309
AL;Monteirópolis;7341;2705408
AL;Murici;25933;2705507
AL;Novo Lino;10298;2705606
AL;Olho d'Água das Flores;21132;2705705
AL;Olho d'Água do Casado;8522;2705804
AL;Olho d'Água Grande;4384;2705903
AL;Olivença;11048;2706000
AL;Ouro Branco;11699;2706109
AL;Palestina;4410;2706208
AL;Palmeira dos Índios;73596;2706307
AL;Pão de Açúcar;24291;2706406
AL;Pariconha;10803;2706422
AL;Paripueira;14176;2706448
AL;Passo de Camaragibe;14076;2706505
AL;Paulo Jacinto;6697;2706604
AL;Penedo;60189;2706703
AL;Piaçabuçu;16201;2706802
AL;Pilar;36499;2706901
AL;Pindoba;2786;2707008
AL;Piranhas;23053;2707107
AL;Poço das Trincheiras;12974;2707206
AL;Porto Calvo;24520;2707305
AL;Porto de Pedras;9508;2707404
AL;Porto Real do Colégio;20262;2707503
AL;Quebrangulo;11305;2707602
AL;Rio Largo;97435;2707701
AL;Roteiro;6607;2707800
AL;Santa Luzia do Norte;7065;2707909
AL;Santana do Ipanema;47397;2708006
AL;Santana do Mundaú;11568;2708105
AL;São Brás;6557;2708204
AL;São José da Laje;21193;2708303
AL;São José da Tapera;31557;2708402
AL;São Luís do Quitunde;31792;2708501
AL;São Miguel dos Campos;53391;2708600
AL;São Miguel dos Milagres;8687;2708709
AL;São Sebastião;32701;2708808
AL;Satuba;25000;2708907
AL;Senador Rui Palmeira;12549;2708956
AL;Tanque d'Arca;5909;2709004
AL;Taquarana;19422;2709103
AL;Teotônio Vilela;39161;2709152
AL;Traipu;24124;2709202
AL;União dos Palmares;60874;2709301
AL;Viçosa;24423;2709400
SE;Amparo do São Francisco;2206;2800100
SE;Aquidabã;20542;2800209
SE;Aracaju;628849;2800308
SE;Arauá;10483;2800407
SE;Areia Branca;18560;2800506
SE;Barra dos Coqueiros;44384;2800605
SE;Boquim;25038;2800670
SE;Brejo Grande;8016;2800704
SE;Campo do Brito;18646;2801009
SE;Canhoba;3855;2801108
SE;Canindé de São Francisco;27885;2801207
SE;Capela;32716;2801306
SE;Carira;20315;2801405
SE;Carmópolis;14179;2801504
SE;Cedro de São João;5482;2801603
SE;Cristinápolis;17539;2801702
SE;Cumbe;3906;2801900
SE;Divina Pastora;4433;2802007
SE;Estância;66978;2802106
SE;Feira Nova;6207;2802205
SE;Frei Paulo;14884;2802304
SE;Gararu;11301;2802403
SE;General Maynard;3111;2802502
SE;Gracho Cardoso;5979;2802601
SE;Ilha das Flores;8495;2802700
SE;Indiaroba;16949;2802809
SE;Itabaiana;108408;2802908
SE;Itabaianinha;42114;2803005
SE;Itabi;4823;2803104
SE;Itaporanga d'Ajuda;35863;2803203
SE;Japaratuba;16472;2803302
SE;Japoatã;13707;2803401
SE;Lagarto;105558;2803500
SE;Laranjeiras;24170;2803609
SE;Macambira;7024;2803708
SE;Malhada dos Bois;3666;2803807
SE;Malhador;11728;2803906
SE;Maruim;15975;2804003
SE;Moita Bonita;11288;2804102
SE;Monte Alegre de Sergipe;14732;2804201
SE;Muribeca;8033;2804300
SE;Neópolis;16558;2804409
SE;Nossa Senhora Aparecida;9496;2804458
SE;Nossa Senhora da Glória;43255;2804508
SE;Nossa Senhora das Dores;25537;2804607
SE;Nossa Senhora de Lourdes;6404;2804706
SE;Nossa Senhora do Socorro;202450;2804805
SE;Pacatuba;12709;2804904
SE;Pedra Mole;2818;2805000
SE;Pedrinhas;7416;2805109
SE;Pinhão;5769;2805208
SE;Pirambu;8037;2805307
SE;Poço Redondo;34723;2805406
SE;Poço Verde;22214;2805505
SE;Porto da Folha;27350;2805604
SE;Propriá;27273;2805703
SE;Riachão do Dantas;18579;2805802
SE;Riachuelo;8875;2805901
SE;Ribeirópolis;17362;2806008
SE;Rosário do Catete;9499;2806107
SE;Salgado;20772;2806206
SE;Santa Luzia do Itanhy;13965;2806305
SE;Santana do São Francisco;7530;2806404
SE;Santa Rosa de Lima;4038;2806503
SE;Santo Amaro das Brotas;11297;2806602
SE;São Cristóvão;100360;2806701
SE;São Domingos;10550;2806800
SE;São Francisco;3323;2806909
SE;São Miguel do Aleixo;3481;2807006
SE;Simão Dias;44285;2807105
SE;Siriri;7984;2807204
SE;Telha;3373;2807303
SE;Tobias Barreto;52613;2807402
SE;Tomar do Geru;12145;2807501
SE;Umbaúba;24538;2807600
BA;Abaíra;7452;2900108
BA;Abaré;18240;2900207
BA;Acajutiba;14215;2900306
BA;Adustina;14554;2900355
BA;Água Fria;14871;2900405
BA;Érico Cardoso;10948;2900504
BA;Aiquara;4586;2900603
BA;Alagoinhas;160662;2900702
BA;Alcobaça;25494;2900801
BA;Almadina;5327;2900900
BA;Amargosa;38478;2901007
BA;Amélia Rodrigues;24848;2901106
BA;América Dourada;15583;2901155
BA;Anagé;26715;2901205
BA;Andaraí;13531;2901304
BA;Andorinha;15485;2901353
BA;Angical;14178;2901403
BA;Anguera;11456;2901502
BA;Antas;15061;2901601
BA;Antônio Cardoso;11501;2901700
BA;Antônio Gonçalves;11236;2901809
BA;Aporá;16379;2901908
BA;Apuarema;7114;2901957
BA;Aracatu;14422;2902005
BA;Araçás;11946;2902054
BA;Araci;50336;2902104
BA;Aramari;10122;2902203
BA;Arataca;10463;2902252
BA;Aratuípe;8981;2902302
BA;Aurelino Leal;11409;2902401
BA;Baianópolis;14110;2902500
BA;Baixa Grande;18680;2902609
BA;Banzaê;12309;2902658
BA;Barra;53528;2902708
BA;Barra da Estiva;27582;2902807
BA;Barra do Choça;38481;2902906
BA;Barra do Mendes;14345;2903003
BA;Barra do Rocha;5920;2903102
BA;Barreiras;170667;2903201
BA;Barro Alto;13911;2903235
BA;Barrocas;15743;2903276
BA;Barro Preto;5966;2903300
BA;Belmonte;20567;2903409
BA;Belo Campo;19042;2903508
BA;Biritinga;15606;2903607
BA;Boa Nova;14052;2903706
BA;Boa Vista do Tupim;17307;2903805
BA;Bom Jesus da Lapa;68704;2903904
BA;Bom Jesus da Serra;10028;2903953
BA;Boninal;14104;2904001
BA;Bonito;16393;2904050
BA;Boquira;19829;2904100
BA;Botuporã;11411;2904209
BA;Brejões;13272;2904308
BA;Brejolândia;9377;2904407
BA;Brotas de Macaúbas;12169;2904506
BA;Brumado;74095;2904605
BA;Buerarema;15056;2904704
BA;Buritirama;20212;2904753
BA;Caatiba;6224;2904803
BA;Cabaceiras do Paraguaçu;17039;2904852
BA;Cachoeira;30550;2904902
BA;Caculé;23246;2905008
BA;Caém;10729;2905107
BA;Caetanos;11500;2905156
BA;Caetité;54572;2905206
BA;Cafarnaum;18039;2905305
BA;Cairu;18486;2905404
BA;Caldeirão Grande;13566;2905503
BA;Camacan;22756;2905602
BA;Camaçari;319394;2905701
BA;Camamu;31775;2905800
BA;Campo Alegre de Lourdes;32377;2905909
BA;Campo Formoso;74894;2906006
BA;Canápolis;10612;2906105
BA;Canarana;24989;2906204
BA;Canavieiras;34343;2906303
BA;Candeal;7969;2906402
BA;Candeias;75083;2906501
BA;Candiba;13425;2906600
BA;Cândido Sales;26465;2906709
BA;Cansanção;39556;2906808
BA;Canudos;16662;2906824
BA;Capela do Alto Alegre;11055;2906857
BA;Capim Grosso;35228;2906873
BA;Caraíbas;10260;2906899
BA;Caravelas;21229;2906907
BA;Cardeal da Silva;8634;2907004
BA;Carinhanha;30375;2907103
BA;Casa Nova;75815;2907202
BA;Castro Alves;25471;2907301
BA;Catolândia;3560;2907400
BA;Catu;50153;2907509
BA;Caturama;9115;2907558
BA;Central;16849;2907608
BA;Chorrochó;10929;2907707
BA;Cícero Dantas;32268;2907806
BA;Cipó;17836;2907905
BA;Coaraci;17663;2908002
BA;Cocos;19817;2908101
BA;Conceição da Feira;21499;2908200
BA;Conceição do Almeida;16184;2908309
BA;Conceição do Coité;71316;2908408
BA;Conceição do Jacuípe;37409;2908507
BA;Conde;24434;2908606
BA;Condeúba;17571;2908705
BA;Contendas do Sincorá;4490;2908804
BA;Coração de Maria;28258;2908903
BA;Cordeiros;7763;2909000
BA;Coribe;14464;2909109
BA;Coronel João Sá;17593;2909208
BA;Correntina;34179;2909307
BA;Cotegipe;13472;2909406
BA;Cravolândia;4514;2909505
BA;Crisópolis;20343;2909604
BA;Cristópolis;14514;2909703
BA;Cruz das Almas;63203;2909802
BA;Curaçá;36021;2909901
BA;Dário Meira;11094;2910008
BA;Dias d'Ávila;75053;2910057
BA;Dom Basílio;12309;2910107
BA;Dom Macedo Costa;4588;2910206
BA;Elísio Medrado;8066;2910305
BA;Encruzilhada;19535;2910404
BA;Entre Rios;39902;2910503
BA;Esplanada;34146;2910602
BA;Euclides da Cunha;64547;2910701
BA;Eunápolis;120515;2910727
BA;Fátima;18469;2910750
BA;Feira da Mata;5825;2910776
BA;Feira de Santana;657948;2910800
BA;Filadélfia;18573;2910859
BA;Firmino Alves;5006;2910909
BA;Floresta Azul;11442;2911006
BA;Formosa do Rio Preto;27421;2911105
BA;Gandu;33938;2911204
BA;Gavião;4493;2911253
BA;Gentio do Ouro;11263;2911303
BA;Glória;16072;2911402
BA;Gongogi;5567;2911501
BA;Governador Mangabeira;21314;2911600
BA;Guajeru;8225;2911659
BA;Guanambi;93065;2911709
BA;Guaratinga;19490;2911808
BA;Heliópolis;13074;2911857
BA;Iaçu;25333;2911907
BA;Ibiassucê;10754;2912004
BA;Ibicaraí;22200;2912103
BA;Ibicoara;21690;2912202
BA;Ibicuí;14306;2912301
BA;Ibipeba;17128;2912400
BA;Ibipitanga;14316;2912509
BA;Ibiquera;3837;2912608
BA;Ibirapitanga;26794;2912707
BA;Ibirapuã;9259;2912806
BA;Ibirataia;19375;2912905
BA;Ibitiara;15062;2913002
BA;Ibititá;17509;2913101
BA;Ibotirama;27670;2913200
BA;Ichu;6415;2913309
BA;Igaporã;16047;2913408
BA;Igrapiúna;13528;2913457
BA;Iguaí;21897;2913507
BA;Ilhéus;189028;2913606
BA;Inhambupe;35397;2913705
BA;Ipecaetá;14064;2913804
BA;Ipiaú;42507;2913903
BA;Ipirá;59264;2914000
BA;Ipupiara;10318;2914109
BA;Irajuba;6255;2914208
BA;Iramaia;11060;2914307
BA;Iraquara;24759;2914406
BA;Irará;29509;2914505
BA;Irecê;78425;2914604
BA;Itabela;29563;2914653
BA;Itaberaba;68244;2914703
BA;Itabuna;196676;2914802
BA;Itacaré;29337;2914901
BA;Itaeté;13822;2915007
BA;Itagi;14314;2915106
BA;Itagibá;15792;2915205
BA;Itagimirim;6512;2915304
BA;Itaguaçu da Bahia;12683;2915353
BA;Itaju do Colônia;6157;2915403
BA;Itajuípe;19249;2915502
BA;Itamaraju;62065;2915601
BA;Itamari;7219;2915700
BA;Itambé;25108;2915809
BA;Itanagra;6087;2915908
BA;Itanhém;18258;2916005
BA;Itaparica;20369;2916104
BA;Itapé;10658;2916203
BA;Itapebi;9501;2916302
BA;Itapetinga;68735;2916401
BA;Itapicuru;33254;2916500
BA;Itapitanga;10630;2916609
BA;Itaquara;8448;2916708
BA;Itarantim;17517;2916807
BA;Itatim;16375;2916856
BA;Itiruçu;11261;2916906
BA;Itiúba;35491;2917003
BA;Itororó;16945;2917102
BA;Ituaçu;18493;2917201
BA;Ituberá;22299;2917300
BA;Iuiu;11532;2917334
BA;Jaborandi;9592;2917359
BA;Jacaraci;14901;2917409
BA;Jacobina;86649;2917508
BA;Jaguaquara;47738;2917607
BA;Jaguarari;34440;2917706
BA;Jaguaripe;18300;2917805
BA;Jandaíra;9535;2917904
BA;Jequié;168733;2918001
BA;Jeremoabo;39501;2918100
BA;Jiquiriçá;14066;2918209
BA;Jitaúna;14815;2918308
BA;João Dourado;25799;2918357
BA;Juazeiro;254481;2918407
BA;Jucuruçu;9944;2918456
BA;Jussara;16956;2918506
BA;Jussari;6059;2918555
BA;Jussiape;7585;2918605
BA;Lafaiete Coutinho;4221;2918704
BA;Lagoa Real;14546;2918753
BA;Laje;21704;2918803
BA;Lajedão;3986;2918902
BA;Lajedinho;3621;2919009
BA;Lajedo do Tabocal;7702;2919058
BA;Lamarão;9305;2919108
BA;Lapão;26998;2919157
BA;Lauro de Freitas;217960;2919207
BA;Lençóis;11170;2919306
BA;Licínio de Almeida;12208;2919405
BA;Livramento de Nossa Senhora;46249;2919504
BA;Luís Eduardo Magalhães;116662;2919553
BA;Macajuba;10758;2919603
BA;Macarani;22596;2919702
BA;Macaúbas;43725;2919801
BA;Macururé;7455;2919900
BA;Madre de Deus;19173;2919926
BA;Maetinga;7212;2919959
BA;Maiquinique;9011;2920007
BA;Mairi;18161;2920106
BA;Malhada;15834;2920205
BA;Malhada de Pedras;8972;2920304
BA;Manoel Vitorino;14295;2920403
BA;Mansidão;14484;2920452
BA;Maracás;29197;2920502
BA;Maragogipe;37225;2920601
BA;Maraú;25626;2920700
BA;Marcionílio Souza;9507;2920809
BA;Mascote;13941;2920908
BA;Mata de São João;44839;2921005
BA;Matina;10629;2921054
BA;Medeiros Neto;22925;2921104
BA;Miguel Calmon;25317;2921203
BA;Milagres;11434;2921302
BA;Mirangaba;16185;2921401
BA;Mirante;10523;2921450
BA;Monte Santo;49823;2921500
BA;Morpará;8232;2921609
BA;Morro do Chapéu;35224;2921708
BA;Mortugaba;11487;2921807
BA;Mucugê;12650;2921906
BA;Mucuri;40005;2922003
BA;Mulungu do Morro;13625;2922052
BA;Mundo Novo;17417;2922102
BA;Muniz Ferreira;7443;2922201
BA;Muquém do São Francisco;10796;2922250
BA;Muritiba;30146;2922300
BA;Mutuípe;20612;2922409
BA;Nazaré;28403;2922508
BA;Nilo Peçanha;12418;2922607
BA;Nordestina;19500;2922656
BA;Nova Canaã;14035;2922706
BA;Nova Fátima;8264;2922730
BA;Nova Ibiá;6701;2922755
BA;Nova Itarana;8059;2922805
BA;Nova Redenção;7708;2922854
BA;Nova Soure;24906;2922904
BA;Nova Viçosa;41551;2923001
BA;Novo Horizonte;11565;2923035
BA;Novo Triunfo;11197;2923050
BA;Olindina;23085;2923100
BA;Oliveira dos Brejinhos;21334;2923209
BA;Ouriçangas;7939;2923308
BA;Ourolândia;20037;2923357
BA;Palmas de Monte Alto;20677;2923407
BA;Palmeiras;10819;2923506
BA;Paramirim;21009;2923605
BA;Paratinga;30671;2923704
BA;Paripiranga;27866;2923803
BA;Pau Brasil;9584;2923902
BA;Paulo Afonso;119128;2924009
BA;Pé de Serra;13675;2924058
BA;Pedrão;6415;2924108
BA;Pedro Alexandre;14288;2924207
BA;Piatã;20859;2924306
BA;Pilão Arcado;37272;2924405
BA;Pindaí;15146;2924504
BA;Pindobaçu;19625;2924603
BA;Pintadas;10656;2924652
BA;Piraí do Norte;11429;2924678
BA;Piripá;9255;2924702
BA;Piritiba;17838;2924801
BA;Planaltino;8254;2924900
BA;Planalto;24036;2925006
BA;Poções;50642;2925105
BA;Pojuca;33608;2925204
BA;Ponto Novo;18670;2925253
BA;Porto Seguro;181007;2925303
BA;Potiraguá;10636;2925402
BA;Prado;37241;2925501
BA;Presidente Dutra;15650;2925600
BA;Presidente Jânio Quadros;12986;2925709
BA;Presidente Tancredo Neves;29343;2925758
BA;Queimadas;27362;2925808
BA;Quijingue;26457;2925907
BA;Quixabeira;9815;2925931
BA;Rafael Jambeiro;20146;2925956
BA;Remanso;42746;2926004
BA;Retirolândia;14147;2926103
BA;Riachão das Neves;22323;2926202
BA;Riachão do Jacuípe;35118;2926301
BA;Riacho de Santana;32103;2926400
BA;Ribeira do Amparo;14525;2926509
BA;Ribeira do Pombal;56170;2926608
BA;Ribeirão do Largo;10039;2926657
BA;Rio de Contas;13627;2926707
BA;Rio do Antônio;13520;2926806
BA;Rio do Pires;10801;2926905
BA;Rio Real;36997;2927002
BA;Rodelas;10801;2927101
BA;Ruy Barbosa;29606;2927200
BA;Salinas da Margarida;15568;2927309
BA;Salvador;2568928;2927408
BA;Santa Bárbara;21723;2927507
BA;Santa Brígida;15421;2927606
BA;Santa Cruz Cabrália;30862;2927705
BA;Santa Cruz da Vitória;4721;2927804
BA;Santa Inês;10628;2927903
BA;Santaluz;39922;2928000
BA;Santa Luzia;14377;2928059
BA;Santa Maria da Vitória;40467;2928109
BA;Santana;25520;2928208
BA;Santanópolis;9023;2928307
BA;Santa Rita de Cássia;28826;2928406
BA;Santa Terezinha;10847;2928505
BA;Santo Amaro;58413;2928604
BA;Santo Antônio de Jesus;109267;2928703
BA;Santo Estêvão;54940;2928802
BA;São Desidério;34783;2928901
BA;São Domingos;8693;2928950
BA;São Félix;11198;2929008
BA;São Félix do Coribe;15740;2929057
BA;São Felipe;20918;2929107
BA;São Francisco do Conde;40932;2929206
BA;São Gabriel;19210;2929255
BA;São Gonçalo dos Campos;41909;2929305
BA;São José da Vitória;5451;2929354
BA;São José do Jacuípe;10556;2929370
BA;São Miguel das Matas;10634;2929404
BA;São Sebastião do Passé;42936;2929503
BA;Sapeaçu;18609;2929602
BA;Sátiro Dias;16485;2929701
BA;Saubara;11842;2929750
BA;Saúde;10715;2929800
BA;Seabra;48530;2929909
BA;Sebastião Laranjeiras;9610;2930006
BA;Senhor do Bonfim;77976;2930105
BA;Serra do Ramalho;36119;2930154
BA;Sento Sé;40147;2930204
BA;Serra Dourada;17580;2930303
BA;Serra Preta;18685;2930402
BA;Serrinha;84428;2930501
BA;Serrolândia;13831;2930600
BA;Simões Filho;120394;2930709
BA;Sítio do Mato;13935;2930758
BA;Sítio do Quinto;14359;2930766
BA;Sobradinho;26959;2930774
BA;Souto Soares;17674;2930808
BA;Tabocas do Brejo Velho;12368;2930907
BA;Tanhaçu;21741;2931004
BA;Tanque Novo;17770;2931053
BA;Tanquinho;7983;2931103
BA;Taperoá;18571;2931202
BA;Tapiramutá;16253;2931301
BA;Teixeira de Freitas;153332;2931350
BA;Teodoro Sampaio;7301;2931400
BA;Teofilândia;21827;2931509
BA;Teolândia;15919;2931608
BA;Terra Nova;11035;2931707
BA;Tremedal;16691;2931806
BA;Tucano;50959;2931905
BA;Uauá;25441;2932002
BA;Ubaíra;19162;2932101
BA;Ubaitaba;17967;2932200
BA;Ubatã;16097;2932309
BA;Uibaí;13880;2932408
BA;Umburanas;13888;2932457
BA;Una;18403;2932507
BA;Urandi;15794;2932606
BA;Uruçuca;22130;2932705
BA;Utinga;16691;2932804
BA;Valença;90028;2932903
BA;Valente;25126;2933000
BA;Várzea da Roça;14279;2933059
BA;Várzea do Poço;8344;2933109
BA;Várzea Nova;13847;2933158
BA;Varzedo;10296;2933174
BA;Vera Cruz;44978;2933208
BA;Vereda;6171;2933257
BA;Vitória da Conquista;394024;2933307
BA;Wagner;9847;2933406
BA;Wanderley;13436;2933455
BA;Wenceslau Guimarães;25430;2933505
BA;Xique-Xique;46979;2933604
MG;Abadia dos Dourados;6365;3100104
MG;Abaeté;23161;3100203
MG;Abre Campo;14312;3100302
MG;Acaiaca;3997;3100401
MG;Açucena;8995;3100500
MG;Água Boa;12545;3100609
MG;Água Comprida;2165;3100708
MG;Aguanil;4490;3100807
MG;Águas Formosas;18841;3100906
MG;Águas Vermelhas;14486;3101003
MG;Aimorés;26165;3101102
MG;Aiuruoca;6382;3101201
MG;Alagoa;2816;3101300
MG;Albertina;3023;3101409
MG;Além Paraíba;31333;3101508
MG;Alfenas;81950;3101607
MG;Alfredo Vasconcelos;7184;3101631
MG;Almenara;41894;3101706
MG;Alpercata;7029;3101805
MG;Alpinópolis;18672;3101904
MG;Alterosa;14253;3102001
MG;Alto Caparaó;5982;3102050
MG;Alto Rio Doce;10994;3102100
MG;Alvarenga;4012;3102209
MG;Alvinópolis;15360;3102308
MG;Alvorada de Minas;4322;3102407
MG;Amparo do Serra;4595;3102506
MG;Andradas;42282;3102605
MG;Cachoeira de Pajeú;9333;3102704
MG;Andrelândia;12169;3102803
MG;Angelândia;7860;3102852
MG;Antônio Carlos;11345;3102902
MG;Antônio Dias;9388;3103009
MG;Antônio Prado de Minas;1558;3103108
MG;Araçaí;2224;3103207
MG;Aracitaba;2095;3103306
MG;Araçuaí;35250;3103405
MG;Araguari;122874;3103504
MG;Arantina;2991;3103603
MG;Araponga;8218;3103702
MG;Araporã;8935;3103751
MG;Arapuá;2674;3103801
MG;Araújos;9556;3103900
MG;Araxá;117677;3104007
MG;Arceburgo;9348;3104106
MG;Arcos;43348;3104205
MG;Areado;14212;3104304
MG;Argirita;2725;3104403
MG;Aricanduva;4820;3104452
MG;Arinos;17598;3104502
MG;Astolfo Dutra;14565;3104601
MG;Ataléia;13967;3104700
MG;Augusto de Lima;4593;3104809
MG;Baependi;18768;3104908
MG;Baldim;7614;3105004
MG;Bambuí;24144;3105103
MG;Bandeira;4821;3105202
MG;Bandeira do Sul;6146;3105301
MG;Barão de Cocais;32095;3105400
MG;Barão de Monte Alto;4991;3105509
MG;Barbacena;129630;3105608
MG;Barra Longa;5740;3105707
MG;Barroso;20566;3105905
MG;Bela Vista de Minas;10412;3106002
MG;Belmiro Braga;3299;3106101
MG;Belo Horizonte;2416339;3106200
MG;Belo Oriente;24503;3106309
MG;Belo Vale;8946;3106408
MG;Berilo;9769;3106507
MG;Bertópolis;4546;3106606
MG;Berizal;4277;3106655
MG;Betim;429236;3106705
MG;Bias Fortes;3388;3106804
MG;Bicas;14331;3106903
MG;Biquinhas;2409;3107000
MG;Boa Esperança;41332;3107109
MG;Bocaina de Minas;5508;3107208
MG;Bocaiúva;49668;3107307
MG;Bom Despacho;53995;3107406
MG;Bom Jardim de Minas;6968;3107505
MG;Bom Jesus da Penha;4642;3107604
MG;Bom Jesus do Amparo;5775;3107703
MG;Bom Jesus do Galho;14756;3107802
MG;Bom Repouso;13183;3107901
MG;Bom Sucesso;17510;3108008
MG;Bonfim;7672;3108107
MG;Bonfinópolis de Minas;5615;3108206
MG;Bonito de Minas;10491;3108255
MG;Borda da Mata;17811;3108305
MG;Botelhos;15137;3108404
MG;Botumirim;5841;3108503
MG;Brasilândia de Minas;15432;3108552
MG;Brasília de Minas;33188;3108602
MG;Brás Pires;4314;3108701
MG;Braúnas;4475;3108800
MG;Brazópolis;14506;3108909
MG;Brumadinho;40777;3109006
MG;Bueno Brandão;11161;3109105
MG;Buenópolis;9229;3109204
MG;Bugre;4149;3109253
MG;Buritis;24693;3109303
MG;Buritizeiro;24068;3109402
MG;Cabeceira Grande;6797;3109451
MG;Cabo Verde;11396;3109501
MG;Cachoeira da Prata;3781;3109600
MG;Cachoeira de Minas;12248;3109709
MG;Cachoeira Dourada;2346;3109808
MG;Caetanópolis;11832;3109907
MG;Caeté;39850;3110004
MG;Caiana;5463;3110103
MG;Cajuri;4186;3110202
MG;Caldas;14588;3110301
